,country,name,title,woman_title,Woman Candidate Master (WCM),Candidate Master (CM),Woman FIDE Master (WFM),FIDE Master (FM),Woman International Master (WIM),International Master (IM),Woman Grandmaster (WGM),Grandmaster (GM)
10631,CUB,"Gonzalez Vega, Alejandro",FM,,,,,2009.0,,,,
10632,GER,"Grafl, Florian, Dr.",IM,,,,,,,,,
10633,GER,"Gramlich, Sebastian",FM,,,,,2007.0,,,,
10634,POL,"Gratka, Krzysztof",FM,,,,,,,,,
10635,RUS,"Grishina, Alexandra",WFM,WFM,,,2004.0,,,,,
10636,NOR,"Gronnestad, Anita",WFM,WFM,,,2016.0,,,,,
10637,AUS,"Guthrie, Aaron",FM,,,,,2005.0,,,,
10638,ZIM,"Gwaze, Robert",IM,,,,,,,,,
10639,GER,"Handke, Florian, Dr.",GM,,,,,,,,,2003.0
10640,NED,"Heltzel, Joost",CM,,,2007.0,,,,,,
10641,HUN,"Herman, Tamas",FM,,,,,2007.0,,,,
10642,CUB,"Hernandez Reyes, Venus",WFM,WFM,,,2004.0,,,,,
10643,GER,"Heymann-Lobzhanidze, Anna-Luise",WFM,WFM,,,2004.0,,,,,
10644,SEY,"Hoareau, Benjamin",CM,,,2014.0,,,,,,
10645,CAN,"Hua, Lefong",FM,,,,,,,,,
10646,FRA,"Humeau, Cyril",FM,,,,,2012.0,,,,
10647,SUD,"Ishak, Rashid",FM,,,,,2011.0,,,,
10648,AZE,"Ismayilova, Parvana",WFM,WFM,,,1993.0,,,,,
10649,UKR,"Ivanov, Oleg V",IM,,,,,,,2008.0,,
10650,JPN,"Iwasaki, Yudai",CM,,,2006.0,,,,,,
10651,CZE,"Jackova, Jana",IM,WGM,,,,,1998.0,2004.0,2001.0,
10652,BIH,"Jakupovic, Neven",FM,,,,,,,,,
10653,POL,"Jasik, Krzysztof",FM,,,,,2012.0,,,,
10654,POL,"Jedynak, Radoslaw",GM,,,,,,,2002.0,,2006.0
10655,NED,"Jens, Jelmer",IM,,,,,,,2003.0,,
10656,CAN,"Jiganchine, Roman",CM,,,2015.0,,,,,,
10657,COL,"Jimenez, Jose Mauricio",IM,,,,,2014.0,,2017.0,,
10658,SRB,"Jovanovic, Dusan D",IM,,,,,2007.0,,2014.0,,
10659,RUS,"Kabanova, Ekaterina",WFM,WFM,,,2008.0,,,,,
10660,CHN,"Kang, Chuanqi",FM,,,,,,,,,
10661,HKG,"Kannappan, Sigappi",WFM,WFM,,,2016.0,,,,,
10662,RUS,"Karaev, Seit-Amet",FM,,,,,2017.0,,,,
10663,UKR,"Karlovich, Anastazia",WGM,WGM,,,,,2000.0,,2003.0,
10664,CAN,"Kaufman, Raymond",IM,,,,,2006.0,,2008.0,,
10665,ESP,"Khamrakulov, Ibragim S.",GM,,,,,,,2000.0,,2006.0
10666,RUS,"Kharashkina, Bairta",WFM,WFM,,,,,,,,
10667,ALG,"Khelfallah, Omar Badreddine",CM,,,2010.0,,,,,,
10668,MDA,"Khruschiov, Alexey",GM,,,,,,,,,2007.0
10669,NGR,"Kigigha, Bomo",FM,,,2009.0,,2016.0,,,,
10670,TUR,"Kizilkaya, Mehmet",CM,,,2018.0,,,,,,
10671,ISL,"Kjartansson, David",IM,,,,,,,2019.0,,
10672,LIE,"Kobler, Mario",CM,,,2014.0,,,,,,
10673,UKR,"Kobylkin, Evgeni",FM,,,,,,,,,
10674,RUS,"Kokarev, Dmitry",GM,,,,,,,,,2007.0
10675,USA,"Kolinko, Paul",FM,,,,,2017.0,,,,
10676,UKR,"Kovalchuk, Vladimir",FM,,,,,2015.0,,,,
10677,UKR,"Kovalev, Denis",IM,,,,,2007.0,,2011.0,,
10678,SVK,"Krak, Tomas",FM,,,,,2013.0,,,,
10679,GER,"Krieg, Nikolaj",FM,,,,,2008.0,,,,
10680,EST,"Krupenski, Juri",IM,,,,,2013.0,,2016.0,,
10681,DEN,"Kryger, Oksana",WIM,WIM,,,,,,,,
10682,SUI,"Kuemin, Simon",IM,,,,,2001.0,,,,
10683,IND,"Kulkarni, Vikramaditya",IM,,,,,,,2007.0,,
10684,TUR,"Laciner, Kerem",FM,,,,,2008.0,,,,
10685,FRA,"Le Roux, Jean-Pierre",GM,,,,,2003.0,,2004.0,,2010.0
10686,EST,"Lehiste, Margus",CM,,,2020.0,,,,,,
10687,CUB,"Leliebre Vicente, Yudelis",WFM,WFM,,,,,,,,
10688,MAS,"Lim, Yee-Weng",IM,,,,,2004.0,,2009.0,,
10689,SUI,"Loetscher, Roland",IM,,,,,,,2014.0,,
10690,ENG,"Longson, Alexander",FM,,,,,2013.0,,,,
10691,POL,"Lopusiewicz, Piotr",FM,,,,,2019.0,,,,
10692,RUS,"Luppa, Svetlana",WFM,WFM,,,2004.0,,,,,
10693,POL,"Lysiak-Poltorak, Magdalena",WFM,WFM,,,,,,,,
10694,BRA,"Mafra, Kaiser Luiz",CM,,,2013.0,,,,,,
10695,FRA,"Maisuradze, Nino",WGM,WGM,,,,,2001.0,,2009.0,
10696,UKR,"Maly, Alexey",IM,,,,,,,1999.0,,
10697,UKR,"Malykin, Vitaly",IM,,,,,,,2000.0,,
10698,RUS,"Malyshev, Sergey",FM,,,,,2007.0,,,,
10699,COL,"Martinez, Julian",FM,,,,,2014.0,,,,
10700,CAN,"Matras-Clement, Agnieszka",WIM,WIM,,,,,2000.0,,,
10701,ITA,"Mazzilli, Piero",FM,,,,,2003.0,,,,
10702,BAN,Md. Jamal Uddin,CM,,,2019.0,,,,,,
10703,GER,"Melikov, Svetlana",WFM,WFM,,,,,,,,
10704,ESP,"Merino Garcia, Rafael II",FM,,,,,2004.0,,,,
10705,MAW,"Mfune, Petros",CM,,,2016.0,,,,,,
10706,CUB,"Miguez Rodriguez, Damarka G.",WFM,WFM,,,2007.0,,,,,
10707,ARM,"Mkrtchian, Lilit",IM,WGM,,,,,,2003.0,1998.0,
10708,IRI,"Mohajerin Esfahani, Peyman",FM,,,,,2004.0,,,,
10709,NED,"Monteban, Martijn",FM,,,,,2007.0,,,,
10710,ESP,"Montero Melendez, Rafael",FM,,,,,2012.0,,,,
10711,CUB,"Morales Romero, Pedro",IM,,,,,,,2010.0,,
10712,MDA,"Moshina, Cristina",WIM,WIM,,,,,,,,
10713,ECU,"Munoz Sanchez, Miguel",IM,,,,,,,,,
10714,RUS,"Mustafina, Svetlana",WFM,WFM,,,2012.0,,,,,
10715,ZAM,"Mwenya, Oscar",CM,,,2017.0,,,,,,
10716,USA,"Nagle, Sean",IM,,,,,,,2014.0,,
10717,ESP,"Navarro Cia, Miguel",FM,,,,,,,,,
10718,IND,"Neelotpal, Das",GM,,,,,,,1999.0,,2006.0
10719,GER,"Neyman, Igor",FM,,,,,2012.0,,,,
10720,VIE,"Nguyen, Thi Dung",WFM,WFM,,,,,,,,
10721,TUN,"Njili, Kamel",IM,,,,,2009.0,,2013.0,,
10722,USA,"Norowitz, Yaacov",IM,,,,,,,2013.0,,
10723,RUS,"Novikov, Evgenij",CM,,,2019.0,,,,,,
10724,UKR,"Oros, Robert",FM,,,,,2011.0,,,,
10725,ESP,"Ortega Ruiz, Jose Miguel",FM,,,,,2008.0,,,,
10726,POL,"Orzech, Dominik",IM,,,,,,,2009.0,,
10727,MGL,"Otgonjargal, Sengeravdan",WIM,WIM,,,2005.0,,2015.0,,,
10728,RUS,"Ovod, Evgenija",IM,WGM,,,,,,2001.0,2001.0,
10729,TUR,"Ozkan, Ervin",CM,,,2017.0,,,,,,
10730,RUS,"Pavlov, Denis",FM,,,,,2015.0,,,,
10731,UKR,"Peskov, Alexsey",IM,,,,,,,2006.0,,
10732,RUS,"Petukhov, Dmitry",FM,,,,,2004.0,,,,
10733,GER,"Philipowski, Robert",FM,,,,,,,,,
10734,FRA,"Picard, Romain",IM,,,,,2005.0,,2011.0,,
10735,BRA,"Pinheiro, Iung Alicio de O.",FM,,,,,2011.0,,,,
10736,SVK,"Pinter, Erik",IM,,,,,,,2007.0,,
10737,RUS,"Pisakov, Ilia",FM,,,,,,,,,
10738,GER,"Pitl, Gregory",IM,,,,,,,2006.0,,
10739,SRB,"Podinic, Bojan",FM,,,,,2012.0,,,,
10740,RUS,"Potkin, Vladimir",GM,,,,,,,1999.0,,
10741,JOR,"Qaddara, Aws",FM,,,,,2006.0,,,,
10742,SVK,"Rachela, Milan",IM,,,,,2007.0,,2010.0,,
10743,SRB,"Radivojevic, Ivan",FM,,,,,2009.0,,,,
10744,MAD,"Ramasindraibe, Girard",CM,,,2012.0,,,,,,
10745,ECU,"Ramirez Vasquez, Denisse",WFM,WFM,,,,,,,,
10746,FRA,"Reinhart, Emmanuel",FM,,,,,2007.0,,,,
10747,BRA,"Rodrigues, Edgar",FM,,,,,2014.0,,,,
10748,IND,"Roy Chowdhury, Saptarshi",GM,,,,,,,2004.0,,2013.0
10749,BOT,"Sabure, Tuduetso",WGM,WGM,,,,,,,2005.0,
10750,FRA,"Saez, Frederic",FM,,,,,2014.0,,,,
10751,COL,"Salcedo, Juan Carlos",CM,,,2017.0,,,,,,
10752,PHI,"Salvador, Roland",GM,,,,,2005.0,,2007.0,,2010.0
10753,USA,"Samuelson, Andrew",FM,,,,,2017.0,,,,
10754,PAN,"Sanchez, Jorge Luis",FM,,,,,2005.0,,,,
10755,FRA,"Sanchez, Louis",FM,,,,,2005.0,,,,
10756,BIH,"Saric, Ibro",GM,,,,,2000.0,,2005.0,,2007.0
10757,IND,"Satyapragyan, Swayangsu",IM,,,,,,,2002.0,,
10758,GER,"Schenk, Andreas",IM,,,,,,,2002.0,,
10759,ROU,"Schmidt, Raul",IM,,,,,,,2009.0,,
10760,ROU,"Sebe-Vodislav, Florian-George",FM,,,,,,,,,
10761,RUS,"Senatov, Alexei",FM,,,,,2004.0,,,,
10762,CRO,"Sertic, Rudolf",IM,,,,,,,2008.0,,
10763,GEO,"Shamugia, Shavleg",FM,,,,,2004.0,,,,
10764,RUS,"Sharovatova, Anastasia",WFM,WFM,,,,,,,,
10765,KAZ,"Shimelkov, Vasiliy",FM,,,,,2010.0,,,,
10766,RUS,"Shinkevich, Vitaly",IM,,,,,,,1999.0,,
10767,RUS,"Shkurenko, Ekaterina",WFM,WFM,,,,,,,,
10768,UKR,"Shkuro, Iuri",GM,,,,,,,2004.0,,2009.0
10769,GRE,"Sigalas, Frangiskos",FM,,,,,2010.0,,,,
10770,ZAM,"Simutowe, Amon",GM,,,,,,,1998.0,,2009.0
10771,IND,"Singh, Rishpal S",FM,,,,,,,,,
10772,FIN,"Sisatto, Olli",FM,,,,,2019.0,,,,
10773,RUS,"Smirnov, Pavel",GM,,,,,,,1999.0,,2003.0
10774,SYR,"Sohib, Okla",FM,,,,,2017.0,,,,
10775,GHA,"Sosu, Edward",CM,,,2016.0,,,,,,
10776,CZE,"Soukup, Jiri",FM,,,,,2009.0,,,,
10777,GRE,"Sperdokli, Elli",WFM,WFM,,,2010.0,,,,,
10778,GER,"Sprenger, Jan Michael, Dr.",GM,,,,,,,2001.0,,2018.0
10779,LAT,"Starostits, Andris",FM,,,,,2008.0,,,,
10780,ENG,"Starr, Katarzyna",WFM,WFM,,,2021.0,,,,,
10781,AUS,"Stones, Rebecca",WFM,WFM,,,2019.0,,,,,
10782,RUS,"Sudakova, Irina",WGM,WGM,,,,,2001.0,,2004.0,
10783,UKR,"Suleimanova, Ava",WGM,WGM,,,,,2002.0,,2010.0,
10784,IND,"Sundararajan, Kidambi",GM,,,,,,,2001.0,,2009.0
10785,RUS,"Tabrina, Anna",WFM,WFM,,,,,,,,
10786,SUD,"Tagelsir , Abubaker",FM,,,,,2013.0,,,,
10787,CRC,"Tapia Quiros, Gustavo",CM,,,2017.0,,,,,,
10788,ROU,"Taras, Iulian-Ioan",FM,,,,,2008.0,,,,
10789,RUS,"Temirkanov, David",FM,,,,,2019.0,,,,
10790,RUS,"Ten, Alexander",FM,,,,,,,,,
10791,IND,"Thakur, Akash",FM,,,,,2012.0,,,,
10792,AUT,"Theissl Pokorna, Regina",WGM,WGM,,,,,1998.0,,,
10793,MYA,Thet Naung,FM,,,,,2016.0,,,,
10794,RUS,"Timagin, Petr",FM,,,,,,,,,
10795,RUS,"Tokarev, Ilya",FM,,,,,,,,,
10796,PHI,"Tolentino, Rustum",FM,,,,,2019.0,,,,
10797,COL,"Tovio, Israel",FM,,,,,2010.0,,,,
10798,MLI,"Traore, Bakary",FM,,,2010.0,,2011.0,,,,
10799,POL,"Tworuszka, Michal",FM,,,,,2008.0,,,,
10800,NGR,"Unwana, Eugene Ekpoikong",FM,,,2015.0,,2015.0,,,,
10801,ESP,"Vallejo Pons, Francisco",GM,,,,,,,1996.0,,1999.0
10802,NED,"Van Leent, Dimitri",FM,,,,,2005.0,,,,
10803,NED,"Van Ruitenburg, Joost",FM,,,,,2006.0,,,,
10804,CZE,"Vanek, Tomas",FM,,,,,2018.0,,,,
10805,COL,"Vargas, Mauricio",FM,,,,,2014.0,,,,
10806,COL,"Vasquez Garrido, Nuremberg",CM,,,2017.0,,,,,,
10807,SVK,"Vavrak, Peter",IM,,,,,,,,,
10808,MLT,"Verkasalo, Tommi",FM,,,,,2020.0,,,,
10809,URU,"Viera, Emilio",CM,,,2019.0,,,,,,
10810,RUS,"Voinov, Alexandr",FM,,,,,,,,,
10811,RUS,"Vorobyova, Alyona",WCM,WCM,2011.0,,,,,,,
10812,UKR,"Vovk, Orest",FM,,,,,2017.0,,,,
10813,SUI,"Vuilleumier, Alexandre",IM,,,,,2005.0,,2008.0,,
10814,SVK,"Vyparina, Matej",FM,,,,,2012.0,,,,
10815,KEN,"Wabuti, Rose",WFM,WFM,,,2014.0,,,,,
10816,KEN,"Wambugu, Jane Wanjiru",WCM,WCM,2007.0,,,,,,,
10817,CHN,"Wang, Yu A.",IM,WGM,,,,,,2007.0,2003.0,
10818,AUT,"Webersberger, Johann",FM,,,,,2009.0,,,,
10819,WLS,"White, Michael J R",FM,,,,,2008.0,,,,
10820,NED,"Willemze, Thomas",IM,,,,,,,,,
10821,POL,"Wisniewski, Adrian",FM,,,,,,,,,
10822,MAS,"Wong, Zi Jing",IM,,,,,,,2006.0,,
10823,MYA,"Wynn, Zaw Htun",IM,,,,,,,2004.0,,
10824,RUS,"Yashtylov, Anatolij",IM,,,,,,,2003.0,,
10825,CHN,"Yu, Ting",WIM,WIM,,,,,2002.0,,,
10826,RUS,"Zablotsky, Sergei",GM,,,,,,,2007.0,,2010.0
10827,RUS,"Zakharova, Adelaida",WFM,WFM,,,2004.0,,,,,
10828,RUS,"Zakurdjaeva, Irina",WGM,WGM,,,,,2001.0,,2003.0,
10829,BRA,"Zallio, Luciano de Souza",CM,,,2014.0,,,,,,
10830,PER,"Zapata, Karen",WIM,WIM,,,,,,,,
10831,USA,"Zaremba, Andrie",FM,,,,,,,,,
10832,GER,"Zesch, Ludwig",FM,,,,,,,,,
10833,RUS,"Zhadanov, Nikolay",FM,,,,,2010.0,,,,
10834,ITA,"Zimina, Olga",IM,WGM,,,,,2000.0,2008.0,2003.0,
10835,POL,"Zimny, Joanna",WFM,WFM,,,,,,,,
10836,RUS,"Znamensky, Vladimir",FM,,,,,2008.0,,,,
10837,RUS,"Zolotova, Lubov",WCM,WCM,2016.0,,,,,,,
10838,CRO,"Zufic, Miroslav",IM,,,,,,,,,
10839,ARG,"Zuriel, Marisa",WIM,WIM,,,2000.0,,2006.0,,,
10840,CUB,"Addines Aguiar, Yensil",WFM,WFM,,,2004.0,,,,,
10841,USA,"Akobian, Varuzhan",GM,,,,,,,2001.0,,2004.0
10842,OMA,"Al Kathiri, Salim Said",CM,,,2018.0,,,,,,
10843,GEO,"Alakhverdiev, Araz",FM,,,,,2010.0,,,,
10844,RUS,"Alexandrov, Dmitry V.",FM,,,,,2010.0,,,,
10845,RUS,"Alikhanov, Felix",IM,,,,,,,2005.0,,
10846,ESP,"Almagro Llamas, Pablo",IM,,,,,2004.0,,2009.0,,
10847,CUB,"Alvarez Albo, Chan Julian",FM,,,,,2005.0,,,,
10848,SWE,"Andersson, Fredrik 1983",FM,,,,,2011.0,,,,
10849,ESP,"Andres Gonzalez, Ivan",FM,,,,,2005.0,,,,
10850,RUS,"Anisimov, Nikolay M.",FM,,,,,2004.0,,,,
10851,RUS,"Anissimov, Ivan",CM,,,2019.0,,,,,,
10852,MGL,"Ankhchimeg, Bayanmunkh",WIM,WIM,,,,,2006.0,,,
10853,HUN,"Antal, Agnes",WFM,WFM,,,,,,,,
10854,COL,"Ardila, Oscar Humberto",CM,,,2017.0,,,,,,
10855,TUR,"Ataman, Alper Efe",FM,,,,,,,,,
10856,BLR,"Azarov, Sergei",GM,,,,,,,,,
10857,BLR,"Azarova, Nadezhda",WIM,WIM,,,,,2006.0,,,
10858,FRA,"Bacrot, Etienne",GM,,,,,,,,,1997.0
10859,ROU,"Badut, Ana-Maria",WFM,WFM,,,2004.0,,,,,
10860,MAR,"Bahji, Hind",WCM,WCM,2016.0,,,,,,,
10861,SYR,"Bakr, Jwan",FM,,,,,2006.0,,,,
10862,SCO,"Bamber, Elaine",WFM,WFM,,,,,,,,
10863,ARG,"Barrionuevo, Pablo",IM,,,,,2007.0,,2011.0,,
10864,USA,"Bartell, Thomas",IM,,,,,,,2013.0,,
10865,CUB,"Batista Suarez, Jeorling Yahytin",FM,,,,,2013.0,,,,
10866,RUS,"Batsanin, Dmitry",IM,,,,,,,,,
10867,PAN,"Baules, Jorge",IM,,,,,2006.0,,2008.0,,
10868,RUS,"Bazarov, Konstantin",FM,,,,,2012.0,,,,
10869,RUS,"Bedarev, Sergey",FM,,,,,,,,,
10870,GER,"Belezky, Alexander",IM,,,,,,,1998.0,,
10871,JCI,"Belzo, Krzysztof",CM,,,2014.0,,,,,,
10872,ITA,"Bertagnolli, Alexander",IM,,,,,2006.0,,2013.0,,
10873,CUB,"Blanco Fernandez, Lino Orlando",FM,,,,,,,,,
10874,CUB,"Blanco Ronquillo, Humberto L.",IM,,,,,2005.0,,2010.0,,
10875,HUN,"Blasko, Istvan",IM,,,,,,,2011.0,,
10876,SRB,"Blesic, Vaso",IM,,,,,2007.0,,2019.0,,
10877,VEN,"Borges Delgado, Gabriel Jose",FM,,,,,,,,,
10878,MDA,"Botezatu, Gheorghe",FM,,,,,2016.0,,,,
10879,TUN,"Bouaziz, Mehdi",FM,,,2009.0,,2015.0,,,,
10880,FRA,"Bouchet, Nicolas",FM,,,,,2012.0,,,,
10881,UKR,"Boytsun, Olena",WIM,WIM,,,,,2002.0,,,
10882,HUN,"Braun, Marton",FM,,,,,2006.0,,,,
10883,ENG,"Broomfield, Matthew P",FM,,,,,2006.0,,,,
10884,SUI,"Bucher, Michael",FM,,,,,2006.0,,,,
10885,HUN,"Budai, David",FM,,,,,2017.0,,,,
10886,UKR,"Bunda, Viktor",IM,,,,,2008.0,,2010.0,,
10887,RUS,"Burdova, Ksenia",WFM,WFM,,,2014.0,,,,,
10888,RUS,"Butyrev, Dmitry A.",FM,,,,,2004.0,,,,
10889,ROU,"Calotescu, Ana-Cristina",WGM,WGM,,,,,,,2005.0,
10890,COL,"Cardenas, Alejandro",CM,,,2017.0,,,,,,
10891,USA,"Cardona, Liulia",WFM,WFM,,,,,,,,
10892,MEX,"Carreto Nieto, Giovanni",CM,,,2008.0,,,,,,
10893,CZE,"Cernousek, Lukas",IM,,,,,,,2004.0,,
10894,CZE,"Cerveny, Martin",IM,,,,,2007.0,,2015.0,,
10895,IND,"Chanda, Sandipan",GM,,,,,,,2000.0,,2003.0
10896,CAN,"Charbonneau, Pascal",GM,,,,,2001.0,,2003.0,,2006.0
10897,GEO,"Charkhalashvili, Inga",WGM,WGM,,,,,,,2005.0,
10898,RUS,"Chekan, Andrey",FM,,,,,,,,,
10899,RUS,"Cherkasova, Marina",WFM,WFM,,,,,,,,
10900,RUS,"Chiornyi, Maxim",FM,,,,,2013.0,,,,
10901,POL,"Chlost, Marlena",WIM,WIM,,,2005.0,,2015.0,,,
10902,LTU,"Chocenka, Dmitrijus",FM,,,,,2007.0,,,,
10903,POL,"Chojnacki, Krzysztof",IM,,,,,2007.0,,2009.0,,
10904,CAN,"Chu, Stefanie",WFM,WFM,,,1996.0,,,,,
10905,ARG,"Claverie, Raul",IM,,,,,,,2009.0,,
10906,LTU,"Cmilyte, Viktorija",GM,WGM,,,,,1998.0,2001.0,1999.0,2010.0
10907,POR,"Coimbra, Margarida",WFM,WFM,,,,,,,,
10908,ESP,"Collazo Hidalgo-Gato, Niala",WIM,WIM,,,,,2003.0,,,
10909,ITA,"Costantini, Roberto",FM,,,,,,,,,
10910,CUB,"Cruz de la Osa, Reyder",FM,,,,,2017.0,,,,
10911,CUB,"Cueto Rodriguez, Janed",WFM,WFM,,,,,,,,
10912,CRC,"Da Bosco, Carla Ines",WFM,WFM,,,2007.0,,,,,
10913,FRA,"Deleva, Michael",FM,,,,,2014.0,,,,
10914,GRE,"Dembo, Yelena",IM,WGM,,,,,2000.0,2003.0,2001.0,
10915,CUB,"Diaz Hernandez, Bexy",WFM,WFM,,,2004.0,,,,,
10916,MNE,"Djukic, Nikola",GM,,,,,,,,,2005.0
10917,USA,"Dominguez Perez, Leinier",GM,,,,,,,,,2001.0
10918,CUB,"Duarte Napoles, Fanny",FM,,,,,2009.0,,,,
10919,POL,"Dudzinski, Pawel",FM,,,,,2011.0,,,,
10920,KAZ,"Duisenova, Madina",WGM,WGM,,,2004.0,,2005.0,,2014.0,
10921,POL,"Dziuba, Marcin",GM,,,,,,,2001.0,,2007.0
10922,MAR,"El Adnani, Mokliss",IM,,,,,,,2016.0,,
10923,UKR,"Eljanov, Pavel",GM,,,,,,,1999.0,,2001.0
10924,USA,"Erenburg, Sergey",GM,,,,,,,2002.0,,2003.0
10925,KAZ,"Erzhanov, Arman",FM,,,,,2005.0,,,,
10926,PER,"Esplana, Christian",FM,,,,,,,,,
10927,PAN,"Esquivel Golcher, Luis",FM,,,,,2004.0,,,,
10928,USA,"Esserman, Marc",IM,,,,,,,2009.0,,
10929,RUS,"Evelev, Vladimir M.",IM,,,,,,,2000.0,,
10930,RUS,"Farakhov, Rafail",FM,,,,,,,,,
10931,RUS,"Fatkhutdinov, Gafiyat",FM,,,,,2004.0,,,,
10932,RUS,"Fazulyanov, Sergey",FM,,,,,2005.0,,,,
10933,ECU,"Fernandez Reyes, Lisandro",IM,,,,,,,2016.0,,
10934,ESP,"Fernandez Romero, Ernesto",GM,,,,,,,2003.0,,2018.0
10935,MEX,"Ferriz Barrios, Andres",FM,,,,,,,,,
10936,ITA,"Ferro, Mario",FM,,,,,2015.0,,,,
10937,UKR,"Firman, Nazar",GM,,,,,,,,,2011.0
10938,RUS,"Freitag, Julia",WFM,WFM,,,,,,,,
10939,ENG,"Frost, Nicholas A",FM,,,,,,,,,
10940,FRA,"Gachet, Sebastien",FM,,,,,2009.0,,,,
10941,ARM,"Galojan, Lilit",IM,WGM,,,,,,2010.0,2009.0,
10942,IND,"Ganguly, Surya Shekhar",GM,,,,,,,2000.0,,2003.0
10943,RUS,"Ganzhurov, Roman",FM,,,,,2005.0,,,,
10944,HUN,"Gara, Anita",IM,WGM,,,,,1997.0,2009.0,,
10945,ESP,"Garcia Jimenez, Francisco Javier",FM,,,,,2007.0,,,,
10946,RUS,"Gazarian, Aram",GM,,,,,,,1998.0,,2002.0
10947,RUS,"Gehtman, Boris",FM,,,,,,,,,
10948,BUL,"Genova, Lyubka",WIM,WIM,,,,,2003.0,,,
10949,HUN,"Goczo, Melinda",WIM,WIM,,,,,2002.0,,,
10950,SGP,"Goh, Wei Ming Kevin",GM,,,,,,,2007.0,,2020.0
10951,RUS,"Goltsov, Denis",IM,,,,,2004.0,,2006.0,,
10952,AND,"Gomez Anadon, Daniel",FM,,,,,2004.0,,,,
10953,CUB,"Gonzalez Espin, Johandry",FM,,,,,2006.0,,,,
10954,CUB,"Gonzalez Mesa, Erick",FM,,,,,2004.0,,,,
10955,RUS,"Gorbunov, Sergey",FM,,,,,2009.0,,,,
10956,MDA,"Gordin, Artiom",FM,,,,,,,,,
10957,ALG,"Goutali, Tarek",FM,,,2009.0,,2010.0,,,,
10958,FRA,"Gozzoli, Yannick",GM,,,,,,,2003.0,,2012.0
10959,POL,"Grabowski, Pawel",FM,,,,,2020.0,,,,
10960,MDA,"Greabca, Diana",WIM,WIM,,,,,,,,
10961,GUY,"Greenidge, Ronuel",CM,,,2014.0,,,,,,
10962,RUS,"Grigoriants, Sergey",GM,,,,,,,1999.0,,2003.0
10963,RUS,"Grischuk, Alexander",GM,,,,,,,1998.0,,2000.0
10964,UKR,"Gritsenko, Nikolai",FM,,,,,2008.0,,,,
10965,USA,"Groberman, Elina",WIM,WIM,,,,,,,,
10966,SRB,"Grubisic, Ilija",FM,,,,,2011.0,,,,
10967,POL,"Grycel, Kamil",FM,,,,,2007.0,,,,
10968,RUS,"Gulevich, Artem",FM,,,,,2017.0,,,,
10969,AZE,"Guseinov, Elmir",IM,,,,,,,2005.0,,
10970,ESP,"Gutierrez Castillo, Oscar",CM,,,2004.0,,,,,,
10971,PER,"Gutierrez, Carmelo",FM,,,,,2008.0,,,,
10972,GEO,"Gvetadze, Sofio",IM,WGM,,,,,2001.0,2007.0,2006.0,
10973,RUS,"Halyavskiy, Nikita",IM,,,,,,,2006.0,,
10974,AUS,"Hardegen, Kathryn",WFM,WFM,,,2017.0,,,,,
10975,UKR,"Hatchatrian, Souren",IM,,,,,,,2009.0,,
10976,ENG,"Hawkins, Jonathan",GM,,,,,2008.0,,2010.0,,2014.0
10977,IND,"Himanshu, Sharma",GM,,,,,,,2006.0,,2017.0
10978,SUI,"Hindermann, Felix",FM,,,,,2008.0,,,,
10979,CAN,"Ho, Andrew",FM,,,,,,,,,
10980,FRA,"Housieaux, David",IM,,,,,2005.0,,2008.0,,
10981,ROU,"Istrati, Viorica",WFM,WFM,,,,,,,,
10982,RUS,"Jakovenko, Dmitry",GM,,,,,,,1998.0,,2001.0
10983,POL,"Jakubowski, Krzysztof",GM,,,,,1997.0,,2004.0,,2009.0
10984,POL,"Janaszak, Dawid",FM,,,,,2006.0,,,,
10985,CRO,"Jankovic, Alojzije",GM,,,,,2000.0,,,,2006.0
10986,RUS,"Jary, Sergey",FM,,,,,2020.0,,,,
10987,CZE,"Jirka, Jiri",IM,,,,,,,2003.0,,
10988,GEO,"Jobava, Baadur",GM,,,,,,,2000.0,,2001.0
10989,WLS,"Jones, Richard S.",IM,,,,,2005.0,,2012.0,,
10990,EST,"Kanep, Meelis",GM,,,,,,,2002.0,,2006.0
10991,IRI,"Khaghani, Mehdi",FM,,,,,2008.0,,,,
10992,EGY,"Khairat , Ahmed",CM,,,2017.0,,,,,,
10993,RUS,"Khalukov, Yury",FM,,,,,2005.0,,,,
10994,BOT,"Khetho, Phemelo",FM,,,,,2004.0,,,,
10995,RUS,"Khusnutdinova, Luiza",WIM,WIM,,,,,2001.0,,,
10996,ENG,"Kieran, Rosalind A",WFM,WFM,,,,,,,,
10997,SRB,"Klasan, Vladimir",IM,,,,,,,2012.0,,
10998,RUS,"Klyashtorny, Vladislav",IM,,,,,2006.0,,2008.0,,
10999,ESP,"Kolotilina, Liudmila",WFM,WFM,,,2016.0,,,,,
11000,BIH,"Konjicanin, Muris",FM,,,,,2019.0,,,,
11001,NED,"Koster, Ramon",FM,,,,,2004.0,,,,
11002,UKR,"Kostiukova, Liubov",IM,WGM,,,,,2005.0,2006.0,,
11003,SRB,"Kovacevic, Radmila",WFM,WFM,,,2013.0,,,,,
11004,UKR,"Kovchan, Alexander",GM,,,,,,,1999.0,,2002.0
11005,USA,"Krush, Irina",GM,WGM,,,,,,2001.0,,2013.0
11006,BUL,"Kukov, Velislav",IM,,,,,2007.0,,2011.0,,
11007,GER,"Kunin, Vitaly",GM,,,,,1999.0,,2002.0,,2006.0
