,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
208,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Ivkov, Borislav",0-1,,,"Ivkov, Borislav","Fischer, Robert James"
209,Santiago,Santiago,1959-01-01,"Sanguineti, Raul","Fischer, Robert James",1-0,,,"Sanguineti, Raul","Fischer, Robert James"
210,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Stekel Grunberg, Moises",1-0,,,"Fischer, Robert James","Stekel Grunberg, Moises"
211,Santiago,Santiago,1959-01-01,"Pachman, Ludek","Fischer, Robert James",1-0,,,"Pachman, Ludek","Fischer, Robert James"
212,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Letelier, Rene",1-0,,,"Fischer, Robert James","Letelier, Rene"
213,Santiago,Santiago,1959-01-01,"Salas Romo, Julio","Fischer, Robert James",0-1,,,"Fischer, Robert James","Salas Romo, Julio"
214,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Flores Alvarez, Rodrigo",1/2-1/2,,,draw,draw
215,Santiago,Santiago,1959-01-01,"Jauregui Andrade, Carlos","Fischer, Robert James",1-0,,,"Jauregui Andrade, Carlos","Fischer, Robert James"
216,Santiago,Santiago,1959-01-01,"Fischer, Robert James","Pilnik, Herman",1-0,,,"Fischer, Robert James","Pilnik, Herman"
217,Santiago,Santiago,1959-01-01,"Ader Hausman, Walter","Fischer, Robert James",0-1,,,"Fischer, Robert James","Ader Hausman, Walter"
218,Zuerich,Zuerich,1959-01-01,"Tal, Mihail","Fischer, Robert James",1/2-1/2,,,draw,draw
219,Zuerich,Zuerich,1959-01-01,"Olafsson, Fridrik","Fischer, Robert James",0-1,,,"Fischer, Robert James","Olafsson, Fridrik"
220,Zuerich,Zuerich,1959-01-01,"Gligoric, Svetozar","Fischer, Robert James",1-0,,,"Gligoric, Svetozar","Fischer, Robert James"
221,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Unzicker, Wolfgang",1-0,,,"Fischer, Robert James","Unzicker, Wolfgang"
222,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Nievergelt, Erwin",1-0,,,"Fischer, Robert James","Nievergelt, Erwin"
223,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Larsen, Bent",1/2-1/2,,,draw,draw
224,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Kupper, Josef",1-0,,,"Fischer, Robert James","Kupper, Josef"
225,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Keres, Paul",1-0,,,"Fischer, Robert James","Keres, Paul"
226,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Keller, Dieter",0-1,,,"Keller, Dieter","Fischer, Robert James"
227,Zuerich,Zuerich,1959-01-01,"Fischer, Robert James","Bhend, Edwin",1-0,,,"Fischer, Robert James","Bhend, Edwin"
228,Zuerich,Zuerich,1959-01-01,"Dueckstein, Andreas","Fischer, Robert James",0-1,,,"Fischer, Robert James","Dueckstein, Andreas"
229,Zuerich,Zuerich,1959-01-01,"Donner, Jan Hein","Fischer, Robert James",0-1,,,"Fischer, Robert James","Donner, Jan Hein"
230,Zuerich,Zuerich,1959-01-01,"Blau, Max","Fischer, Robert James",1/2-1/2,,,draw,draw
231,Zuerich,Zuerich,1959-01-01,"Barcza, Gedeon","Fischer, Robert James",1/2-1/2,,,draw,draw
232,Zuerich,Zuerich,1959-01-01,"Walther, Edgar","Fischer, Robert James",1/2-1/2,,,draw,draw
233,FRG-USA,Berlin-West,1960-01-01,"Fischer, Robert James","Darga, Klaus",1-0,,,"Fischer, Robert James","Darga, Klaus"
234,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Foguelman, Alberto",1/2-1/2,,,draw,draw
235,Buenos Aires,Buenos Aires,1960-01-01,"Szabo, Laszlo","Fischer, Robert James",1/2-1/2,,,draw,draw
236,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Rossetto, Hector",1-0,,,"Fischer, Robert James","Rossetto, Hector"
237,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Ivkov, Borislav",1/2-1/2,,,draw,draw
238,Buenos Aires,Buenos Aires,1960-01-01,"Eliskases, Erich Gottlieb","Fischer, Robert James",1-0,,,"Eliskases, Erich Gottlieb","Fischer, Robert James"
239,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Pachman, Ludek",1/2-1/2,,,draw,draw
240,Buenos Aires,Buenos Aires,1960-01-01,"Wexler, Bernardo","Fischer, Robert James",1-0,,,"Wexler, Bernardo","Fischer, Robert James"
241,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Uhlmann, Wolfgang",0-1,,,"Uhlmann, Wolfgang","Fischer, Robert James"
242,Buenos Aires,Buenos Aires,1960-01-01,"Taimanov, Mark E","Fischer, Robert James",1/2-1/2,,,draw,draw
243,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
244,Buenos Aires,Buenos Aires,1960-01-01,"Unzicker, Wolfgang","Fischer, Robert James",1-0,,,"Unzicker, Wolfgang","Fischer, Robert James"
245,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Olafsson, Fridrik",1/2-1/2,,,draw,draw
246,Buenos Aires,Buenos Aires,1960-01-01,"Evans, Larry Melvyn","Fischer, Robert James",1/2-1/2,,,draw,draw
247,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Kortschnoj, Viktor",1/2-1/2,,,draw,draw
248,Buenos Aires,Buenos Aires,1960-01-01,"Guimard, Carlos E","Fischer, Robert James",0-1,,,"Fischer, Robert James","Guimard, Carlos E"
249,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Bazan, Osvaldo",1/2-1/2,,,draw,draw
250,Buenos Aires,Buenos Aires,1960-01-01,"Gligoric, Svetozar","Fischer, Robert James",1/2-1/2,,,draw,draw
251,Buenos Aires,Buenos Aires,1960-01-01,"Fischer, Robert James","Wade, Robert Graham",1-0,,,"Fischer, Robert James","Wade, Robert Graham"
252,Buenos Aires,Buenos Aires,1960-01-01,"Benko, Pal C","Fischer, Robert James",1-0,,,"Benko, Pal C","Fischer, Robert James"
253,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Tal, Mihail",1/2-1/2,,,draw,draw
254,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Ghitescu, Theodor",1-0,,,"Fischer, Robert James","Ghitescu, Theodor"
255,Leipzig olm prel,Leipzig,1960-01-01,"Ghitescu, Theodor","Fischer, Robert James",0-1,,,"Fischer, Robert James","Ghitescu, Theodor"
256,Leipzig olm fin-A,Leipzig,1960-01-01,"Penrose, Jonathan","Fischer, Robert James",1/2-1/2,,,draw,draw
257,Leipzig olm prel,Leipzig,1960-01-01,"Fischer, Robert James","Munoz, Cesar",0-1,,,"Munoz, Cesar","Fischer, Robert James"
258,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Bobotsov, Milko G",1-0,,,"Fischer, Robert James","Bobotsov, Milko G"
259,Leipzig olm prel,Leipzig,1960-01-01,"Jimenez Zerquera, Eleazar","Fischer, Robert James",1/2-1/2,,,draw,draw
260,Leipzig olm fin-A,Leipzig,1960-01-01,"Gligoric, Svetozar","Fischer, Robert James",1-0,,,"Gligoric, Svetozar","Fischer, Robert James"
261,Leipzig olm prel,Leipzig,1960-01-01,"O'Kelly de Galway, Alberic","Fischer, Robert James",1/2-1/2,,,draw,draw
262,Leipzig olm fin-A,Leipzig,1960-01-01,"Szabo, Laszlo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Szabo, Laszlo"
263,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Euwe, Max",1-0,,,"Fischer, Robert James","Euwe, Max"
264,Leipzig olm prel,Leipzig,1960-01-01,"Perez Perez, Francisco Jose","Fischer, Robert James",0-1,,,"Fischer, Robert James","Perez Perez, Francisco Jose"
265,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Najdorf, Miguel",1/2-1/2,,,draw,draw
266,Leipzig olm prel,Leipzig,1960-01-01,"Letelier, Rene","Fischer, Robert James",0-1,,,"Fischer, Robert James","Letelier, Rene"
267,Leipzig olm prel,Leipzig,1960-01-01,"Fischer, Robert James","Unzicker, Wolfgang",1-0,,,"Fischer, Robert James","Unzicker, Wolfgang"
268,Leipzig olm fin-A,Leipzig,1960-01-01,"Unzicker, Wolfgang","Fischer, Robert James",1/2-1/2,,,draw,draw
269,Leipzig olm fin-A,Leipzig,1960-01-01,"Fischer, Robert James","Pachman, Ludek",1-0,,,"Fischer, Robert James","Pachman, Ludek"
270,Leipzig olm fin-A,Leipzig,1960-01-01,"Uhlmann, Wolfgang","Fischer, Robert James",0-1,,,"Fischer, Robert James","Uhlmann, Wolfgang"
271,Mar del Plata,Mar del Plata,1960-01-01,"Wexler, Bernardo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Wexler, Bernardo"
272,Mar del Plata,Mar del Plata,1960-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,,,"Spassky, Boris V","Fischer, Robert James"
273,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Gadia, Okicio",1-0,,,"Fischer, Robert James","Gadia, Okicio"
274,Mar del Plata,Mar del Plata,1960-01-01,"Saadi, Julio","Fischer, Robert James",0-1,,,"Fischer, Robert James","Saadi, Julio"
275,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Eliskases, Erich Gottlieb",1-0,,,"Fischer, Robert James","Eliskases, Erich Gottlieb"
276,Mar del Plata,Mar del Plata,1960-01-01,"Foguelman, Alberto","Fischer, Robert James",0-1,,,"Fischer, Robert James","Foguelman, Alberto"
277,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Olafsson, Fridrik",1-0,,,"Fischer, Robert James","Olafsson, Fridrik"
278,Mar del Plata,Mar del Plata,1960-01-01,"Bazan, Osvaldo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bazan, Osvaldo"
279,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Bielicki, Carlos",1-0,,,"Fischer, Robert James","Bielicki, Carlos"
280,Mar del Plata,Mar del Plata,1960-01-01,"Redolfi, Argentino Rodolfo","Fischer, Robert James",0-1,,,"Fischer, Robert James","Redolfi, Argentino Rodolfo"
281,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Incutto, Carlos",1-0,,,"Fischer, Robert James","Incutto, Carlos"
282,Mar del Plata,Mar del Plata,1960-01-01,"Bronstein, David I","Fischer, Robert James",1/2-1/2,,,draw,draw
283,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Alvarez del Monte, Jose Luis",1-0,,,"Fischer, Robert James","Alvarez del Monte, Jose Luis"
284,Mar del Plata,Mar del Plata,1960-01-01,"Letelier, Rene","Fischer, Robert James",0-1,,,"Fischer, Robert James","Letelier, Rene"
285,Mar del Plata,Mar del Plata,1960-01-01,"Fischer, Robert James","Marini, Luis",1-0,,,"Fischer, Robert James","Marini, Luis"
286,USA-ch,New York,1960-01-01,"Fischer, Robert James","Weinstein, Raymond Allen",1-0,,,"Fischer, Robert James","Weinstein, Raymond Allen"
287,USA-ch,New York,1960-01-01,"Lombardy, William James","Fischer, Robert James",0-1,,,"Fischer, Robert James","Lombardy, William James"
288,USA-ch,New York,1960-01-01,"Fischer, Robert James","Kalme, G.",1/2-1/2,,,draw,draw
289,USA-ch,New York,1960-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1/2-1/2,,,draw,draw
290,USA-ch,New York,1960-01-01,"Fischer, Robert James","Berliner, Hans Jack",1-0,,,"Fischer, Robert James","Berliner, Hans Jack"
291,USA-ch,New York,1960-01-01,"Fischer, Robert James","Seidman, Herbert",1-0,,,"Fischer, Robert James","Seidman, Herbert"
292,USA-ch,New York,1960-01-01,"Byrne, Robert E","Fischer, Robert James",1/2-1/2,,,draw,draw
293,USA-ch,New York,1960-01-01,"Fischer, Robert James","Sherwin, James T",1-0,,,"Fischer, Robert James","Sherwin, James T"
294,USA-ch,New York,1960-01-01,"Saidy, Anthony Fred","Fischer, Robert James",0-1,,,"Fischer, Robert James","Saidy, Anthony Fred"
295,USA-ch,New York,1960-01-01,"Fischer, Robert James","Benko, Pal C",1/2-1/2,,,draw,draw
296,USA-ch,New York,1960-01-01,"Bisguier, Arthur Bernard","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bisguier, Arthur Bernard"
297,Reykjavik,Reykjavik,1960-01-01,"Fischer, Robert James","Olafsson, Fridrik",1-0,,,"Fischer, Robert James","Olafsson, Fridrik"
298,Reykjavik,Reykjavik,1960-01-01,"Gudmundsson, Arinbjorn","Fischer, Robert James",0-1,,,"Fischer, Robert James","Gudmundsson, Arinbjorn"
299,Reykjavik,Reykjavik,1960-01-01,"Fischer, Robert James","Johannsson, Ingi Randver",1-0,,,"Fischer, Robert James","Johannsson, Ingi Randver"
300,Reykjavik,Reykjavik,1960-01-01,"Thorbergsson, Freysteinn","Fischer, Robert James",1/2-1/2,,,draw,draw
301,Bled,Bled,1961-01-01,"Gligoric, Svetozar","Fischer, Robert James",1/2-1/2,,,draw,draw
302,Bled,Bled,1961-01-01,"Fischer, Robert James","Tal, Mihail",1-0,,,"Fischer, Robert James","Tal, Mihail"
303,Bled,Bled,1961-01-01,"Donner, Jan Hein","Fischer, Robert James",1/2-1/2,,,draw,draw
304,Bled,Bled,1961-01-01,"Fischer, Robert James","Olafsson, Fridrik",1-0,,,"Fischer, Robert James","Olafsson, Fridrik"
305,Bled,Bled,1961-01-01,"Parma, Bruno","Fischer, Robert James",1/2-1/2,,,draw,draw
306,Bled,Bled,1961-01-01,"Fischer, Robert James","Geller, Efim P",1-0,,,"Fischer, Robert James","Geller, Efim P"
307,Bled,Bled,1961-01-01,"Darga, Klaus","Fischer, Robert James",1/2-1/2,,,draw,draw
308,Bled,Bled,1961-01-01,"Fischer, Robert James","Matanovic, Aleksandar",1/2-1/2,,,draw,draw
309,Bled,Bled,1961-01-01,"Bisguier, Arthur Bernard","Fischer, Robert James",0-1,,,"Fischer, Robert James","Bisguier, Arthur Bernard"
310,Bled,Bled,1961-01-01,"Fischer, Robert James","Bertok, Mario",1-0,,,"Fischer, Robert James","Bertok, Mario"
311,Bled,Bled,1961-01-01,"Pachman, Ludek","Fischer, Robert James",1/2-1/2,,,draw,draw
312,Bled,Bled,1961-01-01,"Germek, Milan","Fischer, Robert James",1/2-1/2,,,draw,draw
313,Bled,Bled,1961-01-01,"Fischer, Robert James","Trifunovic, Petar",1-0,,,"Fischer, Robert James","Trifunovic, Petar"
314,Bled,Bled,1961-01-01,"Fischer, Robert James","Udovcic, Mijo",1/2-1/2,,,draw,draw
315,Bled,Bled,1961-01-01,"Portisch, Lajos","Fischer, Robert James",0-1,,,"Fischer, Robert James","Portisch, Lajos"
316,Bled,Bled,1961-01-01,"Fischer, Robert James","Keres, Paul",1/2-1/2,,,draw,draw
317,Bled,Bled,1961-01-01,"Najdorf, Miguel","Fischer, Robert James",1/2-1/2,,,draw,draw
318,Bled,Bled,1961-01-01,"Fischer, Robert James","Petrosian, Tigran V",1-0,,,"Fischer, Robert James","Petrosian, Tigran V"
319,Bled,Bled,1961-01-01,"Ivkov, Borislav","Fischer, Robert James",1/2-1/2,,,draw,draw
320,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1-0,,,"Reshevsky, Samuel Herman","Fischer, Robert James"
321,New York/Los Angeles m,Los Angeles,1961-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1-0,,,"Fischer, Robert James","Reshevsky, Samuel Herman"
322,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1/2-1/2,,,draw,draw
323,New York/Los Angeles m,Los Angeles,1961-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
324,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",0-1,,,"Fischer, Robert James","Reshevsky, Samuel Herman"
325,New York/Los Angeles m,Los Angeles,1961-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
326,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1-0,,,"Reshevsky, Samuel Herman","Fischer, Robert James"
327,New York/Los Angeles m,Los Angeles,1961-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
328,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1/2-1/2,,,draw,draw
329,New York/Los Angeles m,Los Angeles,1961-01-01,"Fischer, Robert James","Reshevsky, Samuel Herman",1/2-1/2,,,draw,draw
330,New York/Los Angeles m,Los Angeles,1961-01-01,"Reshevsky, Samuel Herman","Fischer, Robert James",1/2-1/2,,,draw,draw
331,Copenhagen,Copenhagen,1962-01-01,"Larsen, Bent","Fischer, Robert James",0-1,,,"Fischer, Robert James","Larsen, Bent"
332,Candidats Tournament,Curacao,1962-01-01,"Benko, Pal C","Fischer, Robert James",1-0,,,"Benko, Pal C","Fischer, Robert James"
333,Candidats Tournament,Curacao,1962-01-01,"Geller, Efim P","Fischer, Robert James",1-0,,,"Geller, Efim P","Fischer, Robert James"
334,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Filip, Miroslav",1-0,,,"Fischer, Robert James","Filip, Miroslav"
335,Candidats Tournament,Curacao,1962-01-01,"Tal, Mihail","Fischer, Robert James",1/2-1/2,,,draw,draw
336,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Kortschnoj, Viktor",0-1,,,"Kortschnoj, Viktor","Fischer, Robert James"
337,Candidats Tournament,Curacao,1962-01-01,"Petrosian, Tigran V","Fischer, Robert James",1/2-1/2,,,draw,draw
338,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Keres, Paul",1-0,,,"Fischer, Robert James","Keres, Paul"
339,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Benko, Pal C",1-0,,,"Fischer, Robert James","Benko, Pal C"
340,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Geller, Efim P",0-1,,,"Geller, Efim P","Fischer, Robert James"
341,Candidats Tournament,Curacao,1962-01-01,"Filip, Miroslav","Fischer, Robert James",1/2-1/2,,,draw,draw
342,Candidats Tournament,Curacao,1962-01-01,"Fischer, Robert James","Tal, Mihail",1-0,,,"Fischer, Robert James","Tal, Mihail"
