,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
739,Candidats final,Buenos Aires,1971-01-01,"Petrosian, Tigran V","Fischer, Robert James",1-0,2640.0,2760.0,"Petrosian, Tigran V","Fischer, Robert James"
740,Candidats final,Buenos Aires,1971-01-01,"Fischer, Robert James","Petrosian, Tigran V",1/2-1/2,2760.0,2640.0,draw,draw
741,Candidats final,Buenos Aires,1971-01-01,"Petrosian, Tigran V","Fischer, Robert James",1/2-1/2,2640.0,2760.0,draw,draw
742,Candidats final,Buenos Aires,1971-01-01,"Fischer, Robert James","Petrosian, Tigran V",1/2-1/2,2760.0,2640.0,draw,draw
743,Candidats final,Buenos Aires,1971-01-01,"Petrosian, Tigran V","Fischer, Robert James",0-1,2640.0,2760.0,"Fischer, Robert James","Petrosian, Tigran V"
744,Candidats final,Buenos Aires,1971-01-01,"Fischer, Robert James","Petrosian, Tigran V",1-0,2760.0,2640.0,"Fischer, Robert James","Petrosian, Tigran V"
745,Candidats final,Buenos Aires,1971-01-01,"Petrosian, Tigran V","Fischer, Robert James",0-1,2640.0,2760.0,"Fischer, Robert James","Petrosian, Tigran V"
746,Candidats final,Buenos Aires,1971-01-01,"Fischer, Robert James","Petrosian, Tigran V",1-0,2760.0,2640.0,"Fischer, Robert James","Petrosian, Tigran V"
747,Candidats sf1,Denver,1971-01-01,"Fischer, Robert James","Larsen, Bent",1-0,2760.0,2660.0,"Fischer, Robert James","Larsen, Bent"
748,Candidats sf1,Denver,1971-01-01,"Larsen, Bent","Fischer, Robert James",0-1,2660.0,2760.0,"Fischer, Robert James","Larsen, Bent"
749,Candidats sf1,Denver,1971-01-01,"Fischer, Robert James","Larsen, Bent",1-0,2760.0,2660.0,"Fischer, Robert James","Larsen, Bent"
750,Candidats sf1,Denver,1971-01-01,"Larsen, Bent","Fischer, Robert James",0-1,2660.0,2760.0,"Fischer, Robert James","Larsen, Bent"
751,Candidats sf1,Denver,1971-01-01,"Fischer, Robert James","Larsen, Bent",1-0,2760.0,2660.0,"Fischer, Robert James","Larsen, Bent"
752,Candidats sf1,Denver,1971-01-01,"Larsen, Bent","Fischer, Robert James",0-1,2660.0,2760.0,"Fischer, Robert James","Larsen, Bent"
753,Manhattan blitz,New York,1971-01-01,"Kevitz, Alexander","Fischer, Robert James",0-1,,,"Fischer, Robert James","Kevitz, Alexander"
754,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Shipman, Walter",1-0,,,"Fischer, Robert James","Shipman, Walter"
755,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Gore, James",1-0,,,"Fischer, Robert James","Gore, James"
756,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Feuerstein, Arthur William",1-0,,,"Fischer, Robert James","Feuerstein, Arthur William"
757,Manhattan blitz,New York,1971-01-01,"Mednis, Edmar John","Fischer, Robert James",0-1,,,"Fischer, Robert James","Mednis, Edmar John"
758,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Byrne, Robert E",1-0,,,"Fischer, Robert James","Byrne, Robert E"
759,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Brandts, Paul",1-0,,,"Fischer, Robert James","Brandts, Paul"
760,Manhattan blitz,New York,1971-01-01,"Gore, James","Fischer, Robert James",0-1,,,"Fischer, Robert James","Gore, James"
761,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Soltis, Andrew E",1-0,,,"Fischer, Robert James","Soltis, Andrew E"
762,Manhattan blitz,New York,1971-01-01,"Shipman, Walter","Fischer, Robert James",1/2-1/2,,,draw,draw
763,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Mednis, Edmar John",1-0,,,"Fischer, Robert James","Mednis, Edmar John"
764,Manhattan blitz,New York,1971-01-01,"Fischer, Robert James","Kramer, George Mortimer",1-0,,,"Fischer, Robert James","Kramer, George Mortimer"
765,Manhattan blitz,New York,1971-01-01,"Byrne, Robert E","Fischer, Robert James",0-1,,,"Fischer, Robert James","Byrne, Robert E"
766,Manhattan blitz,New York,1971-01-01,"Brandts, Paul","Fischer, Robert James",0-1,,,"Fischer, Robert James","Brandts, Paul"
767,Candidats qf3,Vancouver,1971-01-01,"Taimanov, Mark E","Fischer, Robert James",0-1,2620.0,2740.0,"Fischer, Robert James","Taimanov, Mark E"
768,Candidats qf3,Vancouver,1971-01-01,"Fischer, Robert James","Taimanov, Mark E",1-0,2740.0,2620.0,"Fischer, Robert James","Taimanov, Mark E"
769,Candidats qf3,Vancouver,1971-01-01,"Taimanov, Mark E","Fischer, Robert James",0-1,2620.0,2740.0,"Fischer, Robert James","Taimanov, Mark E"
770,Candidats qf3,Vancouver,1971-01-01,"Fischer, Robert James","Taimanov, Mark E",1-0,2740.0,2620.0,"Fischer, Robert James","Taimanov, Mark E"
771,Candidats qf3,Vancouver,1971-01-01,"Taimanov, Mark E","Fischer, Robert James",0-1,2620.0,2740.0,"Fischer, Robert James","Taimanov, Mark E"
772,Candidats qf3,Vancouver,1971-01-01,"Fischer, Robert James","Taimanov, Mark E",1-0,2740.0,2620.0,"Fischer, Robert James","Taimanov, Mark E"
773,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2660.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
774,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",0-1,2785.0,2660.0,"Spassky, Boris V","Fischer, Robert James"
775,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2660.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
776,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
777,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2660.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
778,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2660.0,"Fischer, Robert James","Spassky, Boris V"
779,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2660.0,2785.0,draw,draw
780,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2660.0,"Fischer, Robert James","Spassky, Boris V"
781,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2660.0,2785.0,draw,draw
782,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2660.0,"Fischer, Robert James","Spassky, Boris V"
783,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2660.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
784,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
785,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2660.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
786,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
787,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2660.0,2785.0,draw,draw
788,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
789,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2660.0,2785.0,draw,draw
790,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
791,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2660.0,2785.0,draw,draw
792,World Championship 28th,Reykjavik,1972-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2660.0,draw,draw
793,World Championship 28th,Reykjavik,1972-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2660.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
794,Cambridge,Cambridge,1977-01-01,Greenblatt Programm,"Fischer, Robert James",0-1,,,"Fischer, Robert James",Greenblatt Programm
795,Cambridge,Cambridge,1977-01-01,Greenblatt Programm,"Fischer, Robert James",0-1,,,"Fischer, Robert James",Greenblatt Programm
796,Cambridge,Cambridge,1977-01-01,"Fischer, Robert James",Greenblatt Programm,1-0,,,"Fischer, Robert James",Greenblatt Programm
797,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
798,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
799,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
800,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2560.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
801,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",0-1,2785.0,2560.0,"Spassky, Boris V","Fischer, Robert James"
802,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
803,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
804,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2560.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
805,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
806,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
807,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
808,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2560.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
809,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
810,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
811,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
812,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2560.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
813,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
814,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
815,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
816,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2560.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
817,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
818,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
819,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
820,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
821,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1-0,2785.0,2560.0,"Fischer, Robert James","Spassky, Boris V"
822,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1-0,2560.0,2785.0,"Spassky, Boris V","Fischer, Robert James"
823,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
824,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",1/2-1/2,2560.0,2785.0,draw,draw
825,St Stefan/Belgrade m,Belgrade,1992-01-01,"Fischer, Robert James","Spassky, Boris V",1/2-1/2,2785.0,2560.0,draw,draw
826,St Stefan/Belgrade m,Belgrade,1992-01-01,"Spassky, Boris V","Fischer, Robert James",0-1,2560.0,2785.0,"Fischer, Robert James","Spassky, Boris V"
